index,I_float,Q_float
375,-0.385254,-0.908691
376,-0.919922,0.377686
377,0.92041,0.381836
378,0.931641,0.392822
379,-0.903809,0.374512
380,0.936523,-0.378174
381,-0.385498,-0.938477
382,-0.380127,-0.924805
383,-0.918945,-0.373779
384,-0.381104,-0.915527
385,-0.386963,0.92041
386,0.908203,0.359375
387,-0.919922,-0.38208
388,-0.923828,0.402344
389,-0.932617,-0.385254
390,-0.379639,-0.941895
391,-0.931152,-0.390137
392,-0.391602,-0.941895
393,0.394287,0.931641
394,0.380371,0.935547
395,-0.932129,-0.371582
396,-0.929199,-0.380615
397,0.374512,-0.933105
398,0.390869,-0.926758
399,-0.379883,-0.927246
400,0.932129,0.384521
401,0.924805,0.377441
402,-0.376465,-0.929688
403,0.373535,0.921387
404,-0.384033,-0.914551
405,-0.384766,0.916016
406,0.37793,0.922363
407,0.380371,-0.910645
408,-0.925293,0.36792
409,-0.372314,0.90918
410,0.909668,-0.381592
411,0.376465,0.911133
412,0.38501,-0.918457
413,0.378418,0.925781
414,-0.378662,-0.936523
415,0.388916,0.914551
416,-0.924316,-0.389648
417,0.922852,-0.369385
418,-0.377686,-0.917969
419,0.907715,-0.399902
420,-0.372559,0.924316
421,0.376465,0.933105
422,0.92334,-0.388916
423,-0.384277,-0.933594
424,-0.929688,0.375732
425,-0.388184,-0.936035
426,0.927734,-0.375732
427,0.928223,0.377441
428,0.945312,-0.381592
429,0.403076,-0.923828
430,-0.928711,-0.382812
431,-0.936523,-0.371582
432,-0.388916,-0.916504
433,-0.918457,0.381348
434,-0.919434,-0.379395
435,-0.916992,0.385742
436,0.390381,0.913086
437,-0.913086,0.372803
438,-0.376465,0.916992
439,0.391602,0.912598
440,0.914062,-0.393799
441,-0.930664,0.376465
442,-0.381836,0.916992
443,-0.92041,-0.388184
444,-0.37207,-0.918945
445,-0.383301,0.927734
446,-0.380859,0.925293
447,0.384033,0.916016
448,-0.914062,0.363281
449,0.911621,-0.37915
450,0.916016,0.374268
451,0.394531,-0.923828
452,-0.921387,-0.383545
453,-0.914062,0.365234
454,0.92041,0.375977
455,0.387939,-0.913574
456,-0.933105,0.383057
457,0.381836,-0.921387
458,-0.92334,-0.387695
459,-0.384521,-0.938965
460,-0.375,-0.919922
461,0.929199,-0.381592
462,-0.393799,0.935059
463,-0.935547,-0.393066
464,-0.932129,-0.391602
465,-0.375244,0.919922
466,0.940918,0.36499
467,-0.386963,-0.941406
468,-0.910645,0.384277
469,0.935059,-0.386719
470,0.38916,0.913086
471,-0.93457,-0.371094
472,-0.399902,0.928223
473,0.918457,0.38501
474,-0.927246,0.391113
475,0.92041,-0.38208
476,0.929688,0.377441
477,0.366699,-0.933105
478,0.93457,0.375977
